"31.01.2023    34401859     38.080         38.08      TO       164      Normal @ 20.91            796.33         INT TFR TO Alexandria (City) NSW Co,122 - 132 Euston Road,ALEXANDRIA"
"31.01.2023    34401941     37.920         37.92      TO       121      Normal @ 17.77            673.95         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
""
"Total Income:             26,180.58"
"Total GST Paid:           2,618.06"
""
"Total for Truck: Trips     Load Qty       Paid Qty   Units Km/Zone                               Amount (AUD)"
"42            1,608.600      1,608.60   TO    3,712                                 28,798.64"
"Holcim Australia Pty Ltd"
"ABN:      87099732297                                                                                                                                                            Page 6 of 12"
"Area:     81                                                                            GROSS CARTAGE INCOME STATEMENT                                                           10.03.2023 12:36:54"
""
"Owner:       320941          PNR TRANSPORT PTY LTD"
"P.O.BOX 8017"
"TARNEIT"
"Payment Cut-Off Date:        02.02.2023"
"Payment for Truck:           20007310             TRK,QRY,3417,MELB,PNR TRANSPORT PTY LTD"
""
""
"Date          Docket #     Load Qty       Paid Qty   Units   KM/Zone   Description               Amount (AUD)   Delivery Address                                                            Adjustment Reason"
""
""
"10.01.2023    38507452     38.280         38.28      TO        38      Normal @ 8.04             307.82         Springvale (B&F) VIC Concrete,8 Regal Drive,SPRINGVALE"
"10.01.2023    38685204     38.860         38.86      TO        43      Normal @ 8.57             333.14         GREENRIDGE PROPERTIES PTY LTD,CLYDE NTH, VERDANT/PORTOBELLO BLVD,CLYDE NT"
"10.01.2023    38685217     38.880         38.88      TO        43      Normal @ 8.57             333.31         GREENRIDGE PROPERTIES PTY LTD,CLYDE NTH, VERDANT/PORTOBELLO BLVD,CLYDE NT"
"10.01.2023    38685225     37.780         37.78      TO        26      Normal @ 6.77             255.61         INT TFR TO PAKENHAM VIC QUARRY,Mt Shamrock Road,PAKENHAM"
"11.01.2023    37772044     38.800         38.80      TO       102      Normal @ 14.84            575.97         INT TFR TO FOOTSCRAY VIC CONCRETE,Cnr Sims Street & Dynon Road,FOOTSCRAY"
"11.01.2023    38507586     38.660         38.66      TO        12      Normal @ 5.28             204.03         SYMAL INFRASTRUCTURE,PAKENHAM; RYAN ROAD EX385 T/DOG,PAKENHAM"
"11.01.2023    38507603     38.680         38.68      TO        12      Normal @ 5.28             204.13         SYMAL INFRASTRUCTURE,PAKENHAM; RYAN ROAD EX385 T/DOG,PAKENHAM"
"11.01.2023    38507618     38.700         38.70      TO        26      Normal @ 6.77             261.83         GREENRIDGE PROPERTIES PTY LTD,CLYDE NTH, VERDANT/PORTOBELLO BLVD,CLYDE NT"
"11.01.2023    38507642     38.640         38.64      TO        26      Normal @ 6.77             261.43         GREENRIDGE PROPERTIES PTY LTD,CLYDE NTH, VERDANT/PORTOBELLO BLVD,CLYDE NT"
"11.01.2023    38685234     38.940         38.94      TO        26      Normal @ 6.77             263.46         INT TFR TO PAKENHAM VIC QUARRY,Mt Shamrock Road,PAKENHAM"
"12.01.2023    37772085     39.000         39.00      TO        55      Normal @ 9.85             384.09         INT TFR TO SEAFORD VIC CONCRETE,Lot 71 Pascal Road,SEAFORD"
"12.01.2023    38507714     38.780         38.78      TO        45      Normal @ 8.79             340.70         INT TFR TO SEAFORD VIC CONCRETE,Lot 71 Pascal Road,SEAFORD"
"12.01.2023    38685294     38.000         38.00      TO        26      Normal @ 6.77             257.10         INT TFR TO PAKENHAM VIC QUARRY,Mt Shamrock Road,PAKENHAM"
"13.01.2023    37772170     38.360         38.36      TO       102      Normal @ 14.84            569.44         INT TFR TO FOOTSCRAY VIC CONCRETE,Cnr Sims Street & Dynon Road,FOOTSCRAY"
"13.01.2023    38507810     38.980         38.98      TO        26      Normal @ 6.77             263.73         GREENRIDGE PROPERTIES PTY LTD,CLYDE NTH, VERDANT/PORTOBELLO BLVD,CLYDE NT"
"13.01.2023    38507846     38.820         38.82      TO        26      Normal @ 6.77             262.64         GREENRIDGE PROPERTIES PTY LTD,CLYDE NTH, VERDANT/PORTOBELLO BLVD,CLYDE NT"
"13.01.2023    38507870     39.100         39.10      TO        26      Normal @ 6.77             264.54         GREENRIDGE PROPERTIES PTY LTD,CLYDE NTH, VERDANT/PORTOBELLO BLVD,CLYDE NT"
"13.01.2023    38507891     39.100         39.10      TO        26      Normal @ 6.77             264.54         GREENRIDGE PROPERTIES PTY LTD,CLYDE NTH, VERDANT/PORTOBELLO BLVD,CLYDE NT"
"13.01.2023    38685313     38.340         38.34      TO        26      Normal @ 6.77             259.40         INT TFR TO PAKENHAM VIC QUARRY,Mt Shamrock Road,PAKENHAM"
"14.01.2023    38424037     39.100         39.10      TO        31      Normal @ 7.11             277.98         INT TFR TO FOOTSCRAY VIC CONCRETE,Cnr Sims Street & Dynon Road,FOOTSCRAY"
"14.01.2023    38507952     38.780         38.78      TO        68      Normal @ 11.23            435.51         INT TFR TO FOOTSCRAY VIC CONCRETE,Cnr Sims Street & Dynon Road,FOOTSCRAY"
"16.01.2023    38507996     37.520         37.52      TO        10      Normal @ 4.94             185.20         JOHN HOLLAND PTY LTD,PAKENHAM HENTY ST (AREA 2) GATE 15,PAKENHAM"
"16.01.2023    38508009     38.000         38.00      TO        10      Normal @ 4.94             187.56         JOHN HOLLAND PTY LTD,PAKENHAM HENTY ST (AREA 2) GATE 15,PAKENHAM"
"16.01.2023    38508031     38.480         38.48      TO        10      Normal @ 4.94             189.93         JOHN HOLLAND PTY LTD,PAKENHAM HENTY ST (AREA 2) GATE 15,PAKENHAM"
"16.01.2023    38508048     38.840         38.84      TO        10      Normal @ 4.94             191.71         JOHN HOLLAND PTY LTD,PAKENHAM HENTY ST (AREA 2) GATE 15,PAKENHAM"
"16.01.2023    38508050     38.840         38.84      TO        45      Normal @ 8.57             332.82         INT TFR TO SEAFORD VIC CONCRETE,Lot 71 Pascal Road,SEAFORD"
"17.01.2023    38508173     38.580         38.58      TO        27      Normal @ 6.70             258.51         BAYPORT CIVIL PTY LTD,CLYDE NORTH, THOMPSONS RD EX 385 T/,CLYDE NO"
"17.01.2023    38508205     38.880         38.88      TO        27      Normal @ 6.70             260.52         BAYPORT CIVIL PTY LTD,CLYDE NORTH, THOMPSONS RD EX 385 T/,CLYDE NO"
"17.01.2023    38508243     38.920         38.92      TO        27      Normal @ 6.70             260.78         BAYPORT CIVIL PTY LTD,CLYDE NORTH, THOMPSONS RD EX 385 T/,CLYDE NO"
"17.01.2023    38901107     38.620         38.62      TO        70      Normal @ 11.16            431.15         Seaford VIC Concrete,23-25 Pascal Road,SEAFORD"
"18.01.2023    37772437     39.040         39.04      TO        35      Normal @ 7.53             294.01         INT TFR TO PAKENHAM VIC CONCRETE,Lot 4 Campbell Road,PAKENHAM"
"18.01.2023    38508345     38.960         38.96      TO        12      Normal @ 5.14             200.39         SYMAL INFRASTRUCTURE,PAKENHAM; RYAN ROAD EX385 T/DOG,PAKENHAM"
"19.01.2023    38508478     38.320         38.32      TO        26      Normal @ 6.60             252.79         STREETWORKS PTY LTD,CLYDE NTH GRANDE BELMOND AVE, SAPPH,CLYDE NT"
"19.01.2023    38508503     39.020         39.02      TO        26      Normal @ 6.60             257.40         STREETWORKS PTY LTD,CLYDE NTH GRANDE BELMOND AVE, SAPPH,CLYDE NT"
"19.01.2023    38508535     38.920         38.92      TO        26      Normal @ 6.60             256.74         STREETWORKS PTY LTD,CLYDE NTH GRANDE BELMOND AVE, SAPPH,CLYDE NT"
"19.01.2023    38508569     38.180         38.18      TO        26      Normal @ 6.60             251.86         STREETWORKS PTY LTD,CLYDE NTH GRANDE BELMOND AVE, SAPPH,CLYDE NT"
"19.01.2023    38508593     38.460         38.46      TO        31      Normal @ 7.12             273.67         INT TFR TO LYNDHURST VIC CONCRETE,Hallam Road,HAMPTON PARK"
"20.01.2023    38508673     38.620         38.62      TO        48      Normal @ 8.88             342.96         DOWNER EDI WORKS PTY LTD,BAYSWATER ,JERSEY RD PLANT 2023 EX3,BAYSWATE"
"20.01.2023    38508709     38.660         38.66      TO        48      Normal @ 8.88             343.31         DOWNER EDI WORKS PTY LTD,BAYSWATER ,JERSEY RD PLANT 2023 EX3,BAYSWATE"
"20.01.2023    38508744     38.780         38.78      TO        45      Normal @ 8.57             332.30         INT TFR TO SEAFORD VIC CONCRETE,Lot 71 Pascal Road,SEAFORD"
"21.01.2023    38901239     38.660         38.66      TO        70      Normal @ 11.16            431.60         Seaford VIC Concrete,23-25 Pascal Road,SEAFORD"
"21.01.2023    38901244     38.620         38.62      TO        70      Normal @ 11.16            431.15         Seaford VIC Concrete,23-25 Pascal Road,SEAFORD"
"23.01.2023    37772784     38.560         38.56      TO       102      Normal @ 14.49            558.56         INT TFR TO FOOTSCRAY VIC CONCRETE,Cnr Sims Street & Dynon Road,FOOTSCRAY"
"23.01.2023    38685533     38.560         38.56      TO        28      Normal @ 6.80             262.37         SEYMOUR WHYTE CONSTRUCTION,KOO WEE RUP 40 MCKAYS RD GT40 EX386,KOO WEE"
"23.01.2023    38685563     39.100         39.10      TO        28      Normal @ 6.80             266.05         SEYMOUR WHYTE CONSTRUCTION,KOO WEE RUP 40 MCKAYS RD GT40 EX386,KOO WEE"
"24.01.2023    37772891     39.020         39.02      TO        50      Normal @ 9.09             354.61         INT TFR TO LYNDHURST VIC CONCRETE,Hallam Road,HAMPTON PARK"
"24.01.2023    38509059     38.680         38.68      TO        45      Normal @ 8.57             331.45         INT TFR TO SEAFORD VIC CONCRETE,Lot 71 Pascal Road,SEAFORD"
"24.01.2023    38901276     38.640         38.64      TO        94      Normal @ 13.66            527.63         Rosebud VIC Concrete,11-13 Jennings Ct,ROSEBUD"
"25.01.2023    38509347     38.680         38.68      TO        45      Normal @ 8.57             331.45         INT TFR TO SEAFORD VIC CONCRETE,Lot 71 Pascal Road,SEAFORD"
"25.01.2023    38901318     38.760         38.76      TO        94      Normal @ 13.66            529.27         Rosebud VIC Concrete,11-13 Jennings Ct,ROSEBUD"
"25.01.2023    38901331     38.720         38.72      TO        70      Normal @ 11.16            432.27         Seaford VIC Concrete,23-25 Pascal Road,SEAFORD"
"Holcim Australia Pty Ltd"
"ABN:      87099732297                                                                                                                                                             Page 7 of 12"
"Area:     81                                                                            GROSS CARTAGE INCOME STATEMENT                                                            10.03.2023 12:36:54"
""
"Owner:       320941          PNR TRANSPORT PTY LTD"
"P.O.BOX 8017"
"TARNEIT"
"Payment Cut-Off Date:        02.02.2023"
"Payment for Truck:           20007310             TRK,QRY,3417,MELB,PNR TRANSPORT PTY LTD"
""
""
"Date          Docket #     Load Qty       Paid Qty   Units   KM/Zone   Description               Amount (AUD)   Delivery Address                                                            Adjustment Reason"
""
""
"27.01.2023    38509395     38.720         38.72      TO        50      Normal @ 9.09             351.88         INT TFR TO BAYSWATER VIC CONCRETE,Burgess Road,BAYSWATER"
"27.01.2023    38509439     38.960         38.96      TO        84      Normal @ 12.62            491.56         INT TFR TO ROSEBUD VIC CONCRETE,Colchester Road & David Court,ROSEBUD"
"27.01.2023    38685662     38.420         38.42      TO        26      Normal @ 6.60             253.45         INT TFR TO PAKENHAM VIC QUARRY,Mt Shamrock Road,PAKENHAM"
"30.01.2023    37773175     38.620         38.62      TO       102      Normal @ 14.49            559.43         INT TFR TO FOOTSCRAY VIC CONCRETE,Cnr Sims Street & Dynon Road,FOOTSCRAY"
"30.01.2023    38685709     38.180         38.18      TO        28      Normal @ 6.80             259.79         SEYMOUR WHYTE CONSTRUCTION,KOO WEE RUP BALLARTO RD GATE 40 EX3,KOO WEE"
"31.01.2023    38509638     38.580         38.58      TO        31      Normal @ 7.12             274.52         INT TFR TO LYNDHURST VIC CONCRETE,Hallam Road,HAMPTON PARK"
"31.01.2023    38509659     38.380         38.38      TO         9      Normal @ 4.83             185.46         INT TFR TO PAKENHAM VIC CONCRETE,Lot 4 Campbell Road,PAKENHAM"
"31.01.2023    38509676     38.840         38.84      TO        45      Normal @ 8.57             332.82         INT TFR TO SEAFORD VIC CONCRETE,Lot 71 Pascal Road,SEAFORD"
"31.01.2023    38901402.1   38.880         38.88      TO        90      Normal @ 13.24            514.77         Bayswater VIC Concrete,12 Burgess Rd,BAYSWATER NORTH"
""
"Total Income:             19,364.10"
"Total GST Paid:           1,936.41"
""
"Total for Truck: Trips     Load Qty       Paid Qty   Units Km/Zone                               Amount (AUD)"
"60            2,319.800      2,319.80   TO    2,531                                 21,300.51"
"Holcim Australia Pty Ltd"
"ABN:      87099732297                                                                                                                                                                  Page 8 of 12"
"Area:     81                                                                            GROSS CARTAGE INCOME STATEMENT                                                                 10.03.2023 12:36:54"
""
"Owner:       320941          PNR TRANSPORT PTY LTD"
"P.O.BOX 8017"
"TARNEIT"
"Payment Cut-Off Date:        02.02.2023"
"Payment for Truck:           20008343             TRK,QRY,1160,SYDN,PNR TRANSPORT PTY LTD"
""
""
"Date          Docket #     Load Qty       Paid Qty   Units   KM/Zone   Description               Amount (AUD)   Delivery Address                                                                 Adjustment Reason"
""
""
"03.01.2023    34499629     38.700         38.70      TO       163      Normal @ 21.86            845.98         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"04.01.2023    34499661     38.000         38.00      TO       163      Normal @ 21.86            830.68         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"05.01.2023    34499756     38.080         38.08      TO       163      Normal @ 21.86            832.43         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"05.01.2023    34499783     38.480         38.48      TO       163      Normal @ 21.86            841.17         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"05.01.2023    WI200902/1   38.340         38.34      TO       177      Normal @ 22.84            875.69         Lidcombe NSW Concrete,40 Birnie Ave,LIDCOMBE"
"06.01.2023    34499823     38.660         38.66      TO       121      Normal @ 18.92            731.45         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
"06.01.2023    34499850     38.380         38.38      TO       121      Normal @ 18.92            726.15         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
"09.01.2023    33684889     38.060         38.06      TO       105      Normal @ 18.71            712.10         DOWNER EDI WORKS ROSEHILL QUARRIES,CONTRACT ROSEHILL - 336,CONTRACT"
"09.01.2023    34499965     38.100         38.10      TO       163      Normal @ 21.86            832.87         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"10.01.2023    34400036     38.180         38.18      TO       182      Normal @ 23.19            885.39         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"10.01.2023    34826860     38.780         38.78      TO        41      Normal @ 13.32            516.55         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"10.01.2023    34826888     38.500         38.50      TO        13      Normal @ 11.36            437.36         INT TFR TO BLACKTOWN NSW CONCRETE,Lot 7 Tattersall Road,MARAYONG"
"11.01.2023    34400128     38.320         38.32      TO       121      Normal @ 18.92            725.01         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
"11.01.2023    34400155     38.680         38.68      TO       163      Normal @ 21.86            845.54         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"11.01.2023    34826997     38.380         38.38      TO        29      Normal @ 12.48            478.98         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"12.01.2023    34400228     37.820         37.82      TO       168      Normal @ 22.21            839.98         INT TFR TO BLACKTOWN NSW CONCRETE,Lot 7 Tattersall Road,MARAYONG"
"12.01.2023    34400296     38.260         38.26      TO       175      Normal @ 22.70            868.50         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"13.01.2023    34400325     38.720         38.72      TO       182      Normal @ 23.19            897.92         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"13.01.2023    34400371     38.680         38.68      TO       182      Normal @ 23.19            896.99         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"13.01.2023    34827232     38.600         38.60      TO        27      Normal @ 12.34            476.32         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"14.01.2023    34827261     38.720         38.72      TO        57      Normal @ 14.44            559.12         INT TFR TO Alexandria (City) NSW Co,122 - 132 Euston Road,ALEXANDRIA"
"14.01.2023    34827271     38.680         38.68      TO        27      Normal @ 12.34            477.31         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"14.01.2023    34827282     38.740         38.74      TO        27      Normal @ 12.34            478.05         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"16.01.2023    34827305     38.800         38.80      TO        27      Normal @ 12.34            478.79         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"16.01.2023    34827321     38.740         38.74      TO        21      Normal @ 11.92            461.78         INT TFR TO WINDSOR NSW CONCRETE,Lot 10 Fairey Road,SOUTH WINDSOR"
"16.01.2023    34827385     38.460         38.46      TO        18      Normal @ 11.71            450.37         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"16.01.2023    34827403     38.580         38.58      TO        33      Normal @ 12.76            492.28         WESTERN SYDNEY AIRPORT MOBILE,250 Woodstock Giru Rd,Mount Surround"
"17.01.2023    1043126/1    38.980         38.98      TO        53      Normal @ 14.16            551.96         Pendle Hill Concrete NSW,154A Bungaree Rd,PENDLE HILL"
"17.01.2023    34400564     38.000         38.00      TO       182      Normal @ 23.19            881.22         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"17.01.2023    34827434     38.540         38.54      TO        27      Normal @ 12.34            475.58         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"17.01.2023    34827535     38.620         38.62      TO        23      Normal @ 12.13            468.42         INT TFR TO CAMELLIA CONCRETE NSW,1 B GRAND AVENUE,ROSEHILL"
"17.01.2023    34827553     38.720         38.72      TO        57      Normal @ 14.61            565.74         INT TFR TO Alexandria (City) NSW Co,122 - 132 Euston Road,ALEXANDRIA"
"18.01.2023    34827582     38.580         38.58      TO        57      Normal @ 14.61            563.69         INT TFR TO Alexandria (City) NSW Co,122 - 132 Euston Road,ALEXANDRIA"
"18.01.2023    34827617     38.820         38.82      TO        18      Normal @ 11.76            456.68         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"18.01.2023    34827636     38.840         38.84      TO        23      Normal @ 12.13            471.09         INT TFR TO CAMELLIA CONCRETE NSW,1 B GRAND AVENUE,ROSEHILL"
"19.01.2023    34827696     38.840         38.84      TO        27      Normal @ 12.42            482.43         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"19.01.2023    34827722     38.860         38.86      TO        57      Normal @ 14.61            567.78         INT TFR TO BROOKVALE NSW CONCRETE,18 William Street,BROOKVALE"
"20.01.2023    34827830     38.440         38.44      TO        27      Normal @ 10.91            419.42         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"20.01.2023    34827862     38.760         38.76      TO        23      Normal @ 10.62            411.59         INT TFR TO CAMELLIA CONCRETE NSW,1 B GRAND AVENUE,ROSEHILL"
"20.01.2023    34827885     38.900         38.90      TO        29      Normal @ 11.06            430.12         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"21.01.2023    34401070     38.400         38.40      TO       153      Normal @ 20.11            772.19         Metromix Wetherill Park,136 Hassall St,Wetherill Park"
"21.01.2023    34827974     38.860         38.86      TO        27      Normal @ 10.91            424.00         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"21.01.2023    34827988     38.820         38.82      TO        30      Normal @ 11.13            432.07         CHERRIE CIVIL ENGINEERING,1590 THE NORTHERN RD BRINGELLY,1590 THE"
"23.01.2023    34401162     38.660         38.66      TO       182      Normal @ 22.23            859.26         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"23.01.2023    34828036     38.700         38.70      TO        23      Normal @ 10.62            410.96         INT TFR TO CAMELLIA CONCRETE NSW,1 B GRAND AVENUE,ROSEHILL"
"24.01.2023    34401294     38.180         38.18      TO       157      Normal @ 20.40            778.91         INT TFR TO Humes BLACKTOWN NSW,Woodstock Ave & Glenndenning R,ROOTY HILL"
"24.01.2023    34828130     38.560         38.56      TO        18      Normal @ 10.25            395.39         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"24.01.2023    34828218     38.720         38.72      TO        29      Normal @ 11.06            428.13         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"31.01.2023    34401848     38.580         38.58      TO       121      Normal @ 17.77            685.68         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
"31.01.2023    34401896     38.520         38.52      TO       121      Normal @ 17.77            684.62         INT TFR TO NARELLAN NSW CONCRETE,Lot 9 Graham Hill Road,NARELLAN"
"Holcim Australia Pty Ltd"
"ABN:      87099732297                                                                                                           Page 9 of 12"
"Area:     81                                                                         GROSS CARTAGE INCOME STATEMENT             10.03.2023 12:36:54"
""
"Owner:     320941            PNR TRANSPORT PTY LTD"
"P.O.BOX 8017"
"TARNEIT"
"Payment Cut-Off Date:        02.02.2023"
"Payment for Truck:           20008343           TRK,QRY,1160,SYDN,PNR TRANSPORT PTY LTD"
""
""
"Date         Docket #      Load Qty       Paid Qty   Units   KM/Zone   Description            Amount (AUD)   Delivery Address             Adjustment Reason"
""
""
"Total Income:          31,111.69"
"Total GST Paid:        3,111.17"
""
"Total for Truck: Trips     Load Qty       Paid Qty   Units Km/Zone                            Amount (AUD)"
"50            1,927.340      1,927.34   TO    4,296                              34,222.86"
"Holcim Australia Pty Ltd"
"ABN:      87099732297                                                                                                                                                                    Page 10 of 12"
"Area:     81                                                                              GROSS CARTAGE INCOME STATEMENT                                                                 10.03.2023 12:36:54"
""
"Owner:       320941          PNR TRANSPORT PTY LTD"
"P.O.BOX 8017"
"TARNEIT"
"Payment Cut-Off Date:        02.02.2023"
"Payment for Truck:           20009375             TRK,QRY,1154,SYDN,PNR TRANSPORT PTY LTD"
""
""
"Date          Docket #     Load Qty       Paid Qty   Units   KM/Zone   Description                 Amount (AUD)   Delivery Address                                                                 Adjustment Reason"
""
""
"18.01.2023    34827571     38.620         38.62      TO        18      Normal @ 11.76              454.33         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"18.01.2023    34827599     38.480         38.48      TO        41      Normal @ 13.44              517.29         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"18.01.2023    34827635     38.600         38.60      TO        23      Normal @ 12.13              468.18         INT TFR TO CAMELLIA CONCRETE NSW,1 B GRAND AVENUE,ROSEHILL"
"18.01.2023    34827651     38.480         38.48      TO        29      Normal @ 12.57              483.58         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"19.01.2023    34827701     38.540         38.54      TO        27      Normal @ 12.42              478.71         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"19.01.2023    34827738     38.660         38.66      TO        23      Normal @ 12.13              468.91         INT TFR TO CAMELLIA CONCRETE NSW,1 B GRAND AVENUE,ROSEHILL"
"20.01.2023    34827816     38.600         38.60      TO        57      Normal @ 13.10              505.70         INT TFR TO BROOKVALE NSW CONCRETE,18 William Street,BROOKVALE"
"20.01.2023    34827872     38.220         38.22      TO        16      Normal @ 10.11              386.33         Metromix Wetherill Park,136 Hassall St,Wetherill Park"
"21.01.2023    34401067     38.140         38.14      TO       182      Normal @ 22.23              847.70         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"21.01.2023    34827976     38.660         38.66      TO        13      Normal @ 9.89               382.31         INT TFR TO BLACKTOWN NSW CONCRETE,Lot 7 Tattersall Road,MARAYONG"
"21.01.2023    34827991     38.080         38.08      TO        30      Normal @ 11.13              423.83         CHERRIE CIVIL ENGINEERING,1590 THE NORTHERN RD BRINGELLY,1590 THE"
"23.01.2023    34401177     38.000         38.00      TO       164      Normal @ 20.91              794.66         INT TFR TO Alexandria (City) NSW Co,122 - 132 Euston Road,ALEXANDRIA"
"23.01.2023    34828016     38.660         38.66      TO        23      Normal @ 10.62              410.53         INT TFR TO CAMELLIA CONCRETE NSW,1 B GRAND AVENUE,ROSEHILL"
"23.01.2023    34828039     38.480         38.48      TO        41      Normal @ 11.93              459.18         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"23.01.2023    DEC TOPUPA   1.000          1.00       TO         1      Normal @ 2718.95            2,718.95       INT TFR TO SYDNEY NSW QRY TRANSPORT,IRVINE PL,NORWEST"
"23.01.2023    NOV TOPUPA   1.000          1.00       TO         1      Normal @ 3195.70            3,195.70       INT TFR TO SYDNEY NSW QRY TRANSPORT,IRVINE PL,NORWEST"
"23.01.2023    OCT TOPUPA   1.000          1.00       TO         1      Normal @ 1200.76            1,200.76       INT TFR TO SYDNEY NSW QRY TRANSPORT,IRVINE PL,NORWEST"
"24.01.2023    34401284     38.460         38.46      TO       182      Normal @ 22.23              854.81         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"24.01.2023    34828126     38.720         38.72      TO        29      Normal @ 11.06              428.13         Emu Plains NSW Conc Tolling,Lot 45 Kite Street,EMU PLAINS"
"25.01.2023    34401383     38.000         38.00      TO       164      Normal @ 20.91              794.66         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"25.01.2023    34828313     38.540         38.54      TO        57      Normal @ 13.10              504.91         INT TFR TO BROOKVALE NSW CONCRETE,18 William Street,BROOKVALE"
"25.01.2023    34828363     38.320         38.32      TO        27      Normal @ 10.91              418.11         INT TFR TO LIDCOMBE NSW CONCRETE,42-44 Birnie Avenue,LIDCOMBE"
"27.01.2023    34401522     38.200         38.20      TO       164      Normal @ 20.91              798.84         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"27.01.2023    34401574     38.400         38.40      TO       164      Normal @ 20.91              803.02         INT TFR TO Alexandria (City) NSW Co,122 - 132 Euston Road,ALEXANDRIA"
"28.01.2023    1043314\1    38.140         38.14      TO        49      Normal @ 12.52              477.40         Rooty Hill Concrete NSW,21 Kellogg Rd,ROOTY HILL"
"28.01.2023    1043322\1    38.550         38.55      TO        49      Normal @ 12.52              482.53         Rooty Hill Concrete NSW,21 Kellogg Rd,ROOTY HILL"
"30.01.2023    34401686     38.260         38.26      TO       182      Normal @ 22.23              850.37         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
"31.01.2023    34401849     38.510         38.51      TO       164      Normal @ 20.91              805.32         INT TFR TO PENDLE HILL CONCRETE,154A Bungaree Road,PENDLE HILL"
"31.01.2023    34401924     38.180         38.18      TO       153      Normal @ 20.11              767.76         Metromix Wetherill Park,136 Hassall St,Wetherill Park"
"31.01.2023    34401996     37.640         37.64      TO       182      Normal @ 22.23              836.59         INT TFR TO ARTARMON NSW CONCRETE,5 Marden Street,ARTARMON"
""
"Total Income:               23,019.10"
"Total GST Paid:             2,301.91"
""
"Total for Truck: Trips     Load Qty       Paid Qty   Units Km/Zone                                 Amount (AUD)"
"30            1,039.140      1,039.14   TO    2,256                                   25,321.01"
"Holcim Australia Pty Ltd"
"ABN:      87099732297                                                                                                                                                                  Page 11 of 12"
"Area:     81                                                                            GROSS CARTAGE INCOME STATEMENT                                                                 10.03.2023 12:36:54"
""
